Sample ID,Nu Cluster,Type,Latitude,Longitude,Depth (m),Elevation,Distance to land (km),MAAT,pH,744,1302,1300,1298,1296,1292,1292',1050-5,1050-6,1048-5,1048-6,1036-5,1036-6,1034-5,1034-6,1032-5,1032-6,1022,1020,1018
MW919_BC58,Marine-type,M,-0.003333,162.216833,4329,0,524.9228408,26.92355795,NA,6858382,170079,37178,42166,2873,316389,32303,1,31948,0,0,0,7770,127,1026,12,122,24240,1962,623
MW919_MC22,Marine-type,M,-0.01133,160.421,2965,0,506.5044163,27.00255408,NA,861179,83827,20458,26042,1572,184698,21128,0,3660,0,0,0,1304,0,469,0,0,4307,401,254
MW919_BC51,Marine-type,M,-0.007833,161.003333,3397,0,525.2564539,26.77239771,NA,5763574,143000,37224,48256,2527,331814,37860,0,11959,0,277,582,5033,23,747,33,130,16938,1569,444
MW919_BC36,Marine-type,M,-0.9885,157.836833,2022,0,406.4620795,26.51080209,NA,7338469,150627,38494,51676,4423,343455,39584,132,15407,73,643,833,4639,0,70,0,246,14054,1275,438
MW878_BC3,Marine-type,M,-15.103,-75.702,270,0,26.70423037,15.92640683,NA,82779,651885,83420,65951,19425,1204749,32506,295,12663,395,422,7427,8086,1943,1842,61,349,31430,3851,103
MW878_BC2,Marine-type,M,-11.07,-78.052,255,0,41.46145378,14.98584843,NA,39885,700831,109821,93734,27727,1376142,46857,12597,18042,662,444,8019,7454,2737,2548,292,410,25434,5413,625
MW878_BC1,Marine-type,M,-10.38,-78.52,235,0,46.95628232,14.90619441,NA,134947.5,504371.5,87273.5,75908.5,24045.5,1074628.5,35380.5,19479.5,25958.5,1081,779.5,11261,11861,5733,5260,617.5,1534,26462.5,8223,4145.5
KNR961_BC3,Marine-type,M,40.458,-62.323,4827,0,419.5664703,15.8674107,NA,8737220,3140295,532423,384387,25553,3604170,204325,6902,181041,1540,6078,0,73006,0,45639,0,14420,128541,18832,7287
KNR961_BC2,Marine-type,M,40.44,-62.35,4817,0,419.8524108,15.8674107,NA,7629663,2951630,523940,382963,25623,3426683,189699,10307,178914,1480,1080,27271,68350,0,35365,0,10180,136247,21483,7769
KNR961_BC1,Marine-type,M,40.443,-62.358,4817,0,419.1866666,15.8674107,NA,8506221,4023967,745130,549385,30571,4595966,261935,17848,233737,2169,5709,42921,86030,0,2230,1376,14864,171590,28039,11172
KNR734_PC3,Marine-type,M,-0.3733,-106.1783,3606,0,1230.82265,16.00727092,NA,7469807,717415,177313,173819,4475,1242456,112587,2513,5852,0,521,384,1141,128,4704,22,1871,2358,375,158
KNR546_BC7B,Marine-type,M,58.915,4.137,284,0,56.67044932,7.507904618,NA,834486,1271537,78418,29114,10119,1272083,10628,20712,29607,1699,3396,25411,25255,23398,40878,3491,15709,94214,70050,38794
KNR546_BC5B,Marine-type,M,58.433,0.0467,136,0,142.9802437,8.412269441,NA,7359067,13648379,934618,323390,71372,13473516,120313,121953,175626,9852,20795,106213,126886,137456,232203,14714,76364,267865,279021,146687
KNR546_BC27B,Marine-type,M,63,-14.198,1526,0,142.7241395,9.090363043,NA,4993024,880724,85385,37611,3872,707953,14690,4877,11002,170,651,10268,8381,1993,3493,224,708,48165,4303,1715
KNR546_BC25B,Marine-type,M,60.1433,-15.0233,1295,0,293.5150441,9.568197427,NA,5451944,849711,106503,55497,3485,727289,20350,338,4254,39,625,606,2600,584,5393,30,1077,4200,1762,708
KNR546_BC24B,Marine-type,M,59.433,-13.11,1290,0,207.0184634,9.98532765,NA,8931038,5454517,654790,323235,31737,5239410,130839,39216,53424,1944,9640,10565,28689,0,64685,1897,20381,50677,28454,16202
OCE4377_MC7B,Marine-type,M,36.7722,-9.8672,2735,0,82.45617642,16.45420544,NA,997510,1211051,241969,258130,32846,1967052,148316,5287,20025,292,733,15148,23956,7459,15747,637,5374,51772,22060,10046
OCE4377_MC4E,Marine-type,M,37.8372,-10.184,3146,0,105.5255071,15.84635777,NA,716411,1061859,231450,253192,26949,1855125,138024,3601,20879,278,1059,11976,19442,0,16657,759,4887,36403,15000,6805
OCE4377_MC1A,Marine-type,M,37.8278,-9.5128,1123,0,56.69055929,15.6498506,NA,629415,897256,197813,195349,25956,1504806,97129,4681,13207,113,816,7477,12645,7194,11042,1168,4663,30138,16398,8512
OCE4241_MC7,Marine-type,M,31.917,-79.196,222,0,107.1638226,21.36041521,NA,809523,2706176,589435,457810,158822,5842095,269314,44688,75917,4492,4569,51178,63377,43516,59913,6364,28308,142045,85889,57577
OCE4241_MC60,Marine-type,M,25.621,-77.455,2143,0,26.61772814,24.60049156,NA,3235399,560159,119246,2744,32116,955773,82424,1951,18504,62,1959,6090,9481,1818,5090,281,1507,30173,8891,5647
OCE4241_MC46,Marine-type,M,26.083,-78.054,1099,0,31.23200265,25.19046635,NA,3318570,220325,55041,68339,18693,553994,48397,1443,6752,39,1345,3989,5113,2181,5440,319,954,20381,7180,4967
OCE4241_MC26A,Marine-type,M,24.842,-79.251,619,0,44.71041888,24.56091075,NA,999031,546300,159871,192143,59393,1549987,120274,23267,37039,2411,3778,28413,31987,24936,32900,3941,15930,100638,50891,34529
OCE3261_MC29B,Marine-type,M,45.885,-62.795,249,0,7.561238831,8.407778168,NA,315292,1076009,76750,28659,9090,1286421,16552,24496,31558,2614,3080,14980,16988,21011,31930,2854,10390,36375,29682,15781
OCE3261_MC2A,Marine-type,M,40.46,-70.545,80,0,90.41674505,10.20275652,NA,1963842,458516,23312,7033,3645,612940,4136,11484,15341,759,1663,11999,14954,15249,23055,1114,5298,35466,40134,15689
OCE2122_BC8,Marine-type,M,42.457,-69.916,182,0,46.12694323,7.099974842,NA,918505,2301060,219360,114612,27253,2473638,23966,46545,52595,5569,5653,46089,32157,49528,58501,5734,19454,81582,81712,33271
OCE2052_BC59,Marine-type,M,26.167,-77.74,1477,0,14.31499246,24.97136441,NA,6056638,472180,130181,170665,44093,1150368,105924,3618,17228,112,2059,12848,14666,4909,11064,747,3129,58388,56619,36748
OCE2052_BC50,Marine-type,M,26.225,-77.697,817,0,6.924832962,24.97136441,NA,10363839,1545935,462768,540050,156322,3202760,313549,13050,43906,1878,9215,28389,37227,21030,56992,2453,14440,117583,70383,50637
OCE2052_BC48,Marine-type,M,26.237,-77.6833,595,0,5.014958041,24.97136441,NA,6219671,827893,307281,331129,118594,2334758,182063,21557,44161,4414,8432,29876,32073,48811,50579,8140,24609,87739,57672,41436
OCE4377_MC65H,Marine-type,M,19.9434,-17.8607,1455,0,124.5882092,17.05365216,NA,178977,2541949,506434,398318,69011,3592852,214956,10892,17567,1136,2506,6200,8552,9608,18702,1242,6673,19282,17768,7810
OCE4377_MC63E,Marine-type,M,20.7463,-18.5512,2106,0,150.4891112,17.38486177,NA,212679,1595972,301854,261524,38623,2251501,144143,7343,11437,526,2003,2956,5544,0,16802,5149,5149,10743,8316,3306
OCE4377_MC55B,Marine-type,M,21.2393,-17.8028,798,0,78.05891595,17.24973898,NA,121874,2241706,402854,315081,61813,3442025,190481,8195,12046,718,1249,3991,5802,5303,8053,544,2423,10494,7207,3351
OCE4377_MC51B,Marine-type,M,21.797,-17.8708,1276,0,91.35791593,17.67788251,NA,187428,1738673,348756,266305,39460,2554501,152764,6673,9192,792,1879,3108,5490,6840,13930,900,5136,10398,10513,5152
OCE4377_MC50B,Marine-type,M,23.2071,-17.8542,2295,0,153.5124437,18.86286404,NA,2121359,2208481,471119,430633,40509,3241460,235278,3657,19939,400,2677,3613,11035,0,18120,0,5165,22602,8690,3429
OCE4377_MC44B,Marine-type,M,24.3686,-17.0478,1662,0,131.1593546,19.05802698,NA,2039605,3060186,721194,659679,60855,4478935,343310,3757,19261,431,2174,3707,11023,0,20124,0,5406,20474,9976,4953
OCE4377_MC42A,Marine-type,M,25.0203,-16.6571,1401,0,149.7168595,18.45249028,NA,1883473,2000831,460930,398832,29969,2918641,211293,3287,12013,408,2300,2851,8436,0,15451,291,3754,17608,7957,3812
OCE4377_MC39E,Marine-type,M,25.4993,-16.4069,1780,0,159.6266069,18.98011674,NA,2066813,2164218,512872,509518,48090,3485469,271312,2501,14480,411,1996,3141,9609,0,14282,353,3750,17676,8282,3788
OCE4377_MC36F,Marine-type,M,26.8273,-15.1201,2812,0,95.02310583,17.41232854,NA,1776487,1103091,245034,264459,19036,1766350,133554,1589,21994,149,1715,1519,8884,0,5577,42,1308,12108,4253,1848
OCE4377_MC31A,Marine-type,M,27.5371,-13.7408,1029,0,47.96207706,17.97479435,NA,573991,2704154,521259,467535,66759,3861746,227990,24346,48850,3834,9057,14363,26486,29171,74070,5232,28016,34401,44232,25086
OCE4377_MC28D,Marine-type,M,29.01805,-12.46693333,776,0,88.97662046,17.32792657,NA,1496033,2183551,561103,567778,55119,3932860,301984,5586,16028,251,2011,4172,9627,8505,14283,1171,5352,17758,11781,7106
OCE4377_MC25C,Marine-type,M,30.8882,-10.6317,1244,0,75.01654244,16.35314297,NA,794832,1662601,327496,286643,40710,2519562,141371,7431,17107,653,2207,6778,11914,0,26185,1744,9756,22525,20335,12654
OCE4377_MC22C,Marine-type,M,30.8603,-10.2829,835,0,42.70546052,16.35314297,NA,432354,3287128,616538,485664,83677,4415936,240862,17391,29893,1702,2515,16916,23060,20539,35195,3089,13692,36071,47661,25854
OCE4377_MC18C,Marine-type,M,33.4485,-9.3165,835,0,71.05137224,17.70934207,NA,3113113,1138558,271737,277560,19063,2026374,140087,2503,14345,97,2115,3334,10110,6609,12822,691,3987,22552,11035,5540
OCE4377_MC15G,Marine-type,M,34.115,-7.7643,388,0,54.94104912,17.27749789,NA,1024396,1534123,330801,253965,34263,2588512,129471,4419,9814,316,1198,4980,8578,6734,11605,1265,6406,19172,12615,7884
OCE4377_MC12C,Marine-type,M,35.8903,-7.5315,1184,0,123.409597,17.0276367,NA,925064,926685,209400,199124,21361,1611060,106204,3979,9381,53,219,8218,13290,5542,9148,767,2919,29102,13626,6834
OCE4377_MC11A,Marine-type,M,36.3901,-9.0653,596,0,67.98910447,16.70636968,NA,1990643,825116,163836,119253,28293,1242173,63121,6900,15118,619,1254,10504,18552,11731,16275,1583,8109,46410,22984,13509
PLS93AR_BC16,Marine-type,M,NA,NA,NA,0,NA,NA,NA,7535430,31829,3415,1992,758,28356,1098,5939,16547,795,366,11673,12831,2204,3578,272,578,22506,3153,1069
PLS92AR_BC1,Marine-type,M,75.8735,-155.8,2934,0,499.5531991,-1.076222221,NA,880676,208000,6715,2061,1048,165748,1118,7091,21277,243,400,27172,19984,4243,4920,338,833,50406,7223,1855
PLS92AR_BC7,Marine-type,M,74.8203,-157.5623,1055,0,383.5142494,-0.954710517,NA,3395849,260257,16114,5543,1448,180531,2509,4872,50640,533,1268,16263,26537,2147,3795,53,341,50106,4549,1149
PLS92AR_BC4,Marine-type,M,74,-161.395,447,0,332.7871432,-0.303530251,NA,716153,236547,6299,2022,1304,178723,1063,2379,7833,319,408,6355,7053,2010,4192,83,819,19563,3602,978
PLS92AR_BC17,Marine-type,M,76.0865,-164.856,402,0,582.9634772,-0.630682799,NA,3286335,207962,10324,2911,1054,126320,1042,1403,19699,21,435,5808,10465,903,2143,17,171,22627,1701,395
PLS92AR_BC15,Marine-type,M,75.734,-160.961,2135,0,503.370392,-1.054913614,NA,3286335,207962,10324,2911,1054,126320,1042,1403,19699,21,435,5808,10465,903,2143,17,171,22627,1701,395
PLS92AR_BC14,Marine-type,M,76.268,-156.593,690,0,543.0035241,-0.64801864,NA,3793516,67042,7174,2485,645,50331,543,3221,30307,271,1000,10844,14299,1465,3367,39,312,30817,4430,1034
PLS91AR_BC8,Marine-type,M,82.662,47.889,1345,0,169.7292116,0.209152247,NA,554641,392672,22101,8039,2144,311248,3231,3604,15875,287,475,11259,11068,1551,3300,59,591,25571,4392,1418
PLS91AR_BC5,Marine-type,M,84.954,40.599,4018,0,409.5819935,-1.018976193,NA,4289790,434544,17822,6295,2153,313944,3350,24923,70091,2252,3018,71797,46621,7827,14802,1245,4247,165787,17415,5500
PLS91AR_BC2,Marine-type,M,83.706,32.377,4004,0,356.3301424,-0.975679648,NA,4347003,278817,11392,3003,71,205596,2394,9389,31451,938,1981,22569,20746,0,15464,355,3834,57612,7553,2147
PLS88AR_BC37,Marine-type,M,70,-142,2140,0,15.00859742,-1.437019992,NA,533639,159789,8459,2985,45,131768,1140,5407,14537,391,262,19633,16745,2873,3677,44,580,35068,5192,975
PLS88_BC1,Marine-type,M,72.1385,-163.0057,33,0,190.5553553,-0.723817566,NA,3460865,858685,69676,30249,7370,916476,6185,26511,25863,3170,4993,26678,18080,34870,23203,3422,4687,62664,43249,14481
PE07_6II,Marine-type,M,27.55,-92.167,817,0,205.2473691,21.01601604,NA,1158034,801089,217869,228148,31995,1722236,142422,3791,20182,356,2094,8460,13766,6584,841,1119,2237,41215,10041,5115
PE07_2,Marine-type,M,26.668,-93.918,1570,0,284.0487867,22.4792638,NA,1254849,1243285,313201,372224,43514,2488554,225200,2489,20112,255,1042,6243,11721,2896,6164,0,1584,28247,7536,4319
P17815P_BC1,Marine-type,M,11.955,44.3,869,0,74.67186269,22.34883432,NA,258892,1829080,621388,705066,179556,6120647,606246,11677,26647,899,771,20557,29014,9646,8656,1570,3712,45859,21685,14699
OCE4542_MC7,Marine-type,M,35.336,21.66,3577,0,138.2479859,16.89489241,NA,6177602,639775,185893,282001,26727,1422487,165525,1385,26467,681,2900,0,22423,0,8361,0,1028,32061,7318,2825
OCE4542_MC19A,Marine-type,M,35.257,21.515,3465,0,152.5065019,16.89489241,NA,5185112,496897,150601,232244,18064,1090009,129818,1277,24590,211,1614,0,20117,1604,6262,0,1270,27216,7131,2442
OCE4542_MC18,Marine-type,M,35.26,21.515,3462,0,152.2226399,16.89489241,NA,5052604,475175,143266,211315,16292,1037596,120919,1609,26334,395,2776,0,21704,0,8437,0,1400,31502,8110,3366
OCE4542_MC6,Marine-type,M,NA,NA,NA,0,NA,NA,NA,5922825,5184396,619047,538649,66861,4569063,226681,246,12811,36,115,0,4032,0,2187,0,244,2775,1233,402
OCE4377_MC78F,Marine-type,M,15.31,-23.4132,944,0,18.78345136,19.52807257,NA,440092,1112560,260843,261904,34834,1941797,142215,7421,13643,774,1744,5509,11792,7666,16687,1041,5297,28409,16949,7529
OCE4377_MC69A,Marine-type,M,18.6388,-17.3348,2282,0,114.0436317,16.22639645,NA,202005,1588893,335639,275987,42933,2246918,150714,7453,11034,755,2145,3794,6359,0,17716,832,5559,15569,10084,3521
OCE4377_MC67D,Marine-type,M,19.3567,-17.2767,1393,0,76.57982802,17.8651649,NA,262996,2211761,462650,364980,60773,3229470,195628,10764,15689,1283,3413,5546,9524,9492,21357,1028,7079,19578,18220,8201
PLS93AR_BC19,Marine-type,M,NA,NA,NA,0,NA,NA,NA,1128595,875698,29361,7613,4083,710231,4418,26571,17242,1187,2062,42658,28274,10372,13479,1233,2760,65670,11477,3296
PLS93AR_BC17,Marine-type,M,NA,NA,NA,0,NA,NA,NA,3398104,99790,11859,5195,1124,92173,2784,15583,65444,1421,2069,38135,45942,4423,7851,255,890,62090,7293,1617
LS2,Lake-type,L,37.80805556,-118.5727778,0,1962,0,7.875833333,NA,422367,37540,10321,10118,3486,37098,2346,42556,58093,4911,4970,51635,62265,24396,40627,5938,9843,49141,29582,11574
LS3,Soil-type,L,25.891133,-81.480939,0.85,0,0.01,23.6525,NA,366420,79604,14232,13458,3826,151986,2594,9065,11305,284,298,69871,89074,14393,11763,1062,1777,402590,102990,41657
LS5,Soil-type,L,14.7708,49.3742,NA,81,0,26.347,NA,379225,54801,1917,3715,623,12613,866,6007,14686,36,757,41658,94131,14922,11532,529,820,343541,275058,154903
LS6,Lake-type,L,46.13381666,-95.3361,3.8,440,0,5.189166667,8.2,424226,1972109,17333,4940,780,9426,462,216911,228811,19934,20793,428999,429277,214687,160320,14446,5648,461875,214232,47872
LS7,Lake-type,L,46.39243333,-81.20264167,11.6,348,0,4.814548122,7.4,430307,68889,3490,1273,262,5421,87,107655,55712,4039,4102,210660,136902,49588,36776,4802,621,180785,56656,8279
LS9,Lake-type,L,5.58,10.587,NA,1081,0,22.1204806,7.5,406754,476364,11970,9197,3032,14667,841,73635,58986,1560,1644,527490,322244,46650,40228,7269,1842,1476082,170957,36737
LS10,Lake-type,L,40.468191,-121.519061,7.8,2473,0,4.235,NA,443378,242100,20836,8920,1724,56136,547,716945,134011,10070,3412,518255,250030,84844,25028,11611,7,359044,58486,15075
LS11,Lake-type,L,72.59166667,-77.96675,8.55,77,0,-15.919,NA,488714,88818,7841,3022,620,32753,225,929530,177262,11784,8789,495081,262055,54085,12913,13165,131,308548,24821,9379
LS12,Lake-type,L,11.55,-85.35,NA,31,0,26.17019809,7.35,453572,275887,8018,7658,603,2728,346,14877,39172,325,6032,118967,273197,41839,144475,5288,2236,750935,305776,42239
LS13,Lake-type,L,63.94518611,-20.51808,13.53,60,0,4.817584834,7.7,471693,67556,10738,6063,1530,39237,878,353564,207211,8103,10551,266251,208160,58844,68176,7473,7556,196595,57221,14825
LS14,Lake-type,L,46.69198333,-92.70527778,0.59,396,0,4.4125,NA,465766,956832,48515,15620,1998,3334,30,680720,322962,22088,15132,1992757,982930,315014,140332,25982,4389,1703174,371356,75927
LS15,Lake-type,L,39.52543253,-118.878624,55,1251,0,11.58833333,9.7,478986,355083,25289,1029,2003,4982,36,606,6159,1688,1948,3681,18791,583,939,120,12,35390,1319,545
LS16,Lake-type,L,40.50594,-106.6074,7.94,2699,0,2.765833333,NA,443160,2139255,9399,2623,138,7046,176,1121425,282383,29969,13591,1235164,624190,334697,81504,1404,63834,826066,143867,51340
LS17,Lake-type,L,47.18756667,-95.21635,27.85,448,0,4.105833333,7.7,434420,1315197,3444,1047,21,16,22,611622,503040,48836,55734,569899,443217,133165,177429,15197,8231,326102,75815,8377
LS18,Lake-type,L,4.28609767,36.20451109,1,361,0,28.111,9.2,309751,1352,374,185,257,2833,110,263,368,19,42,698,2547,220,879,16,38,4097,1667,409
LS19,Lake-type,L,42.1185143,-6.722424222,24.7,1006,0,8.09576286,6.5,413492,38743,6265,3473,987,20165,545,287530,55940,3185,426,322076,110875,44943,14327,195,10805,297227,52355,19174
LS20,Lake-type,L,37.98873,-119.13821,2.8,1942,0,8.7475,9.7,471130,55610,5134,325,122,1285,17,726,2235,176,1036,1964,8553,373,1674,4,158,18994,482,10
LS21,Lake-type,L,-13.87,34.885,96,476,0,23.66,NA,442073,574844,350598,313225,189973,2315550,68266,42331,74390,5343,6474,215915,374600,96983,128525,23653,14259,671980,238345,73026
LS22,Lake-type,L,20.62942,-104.73645,24.5,1994,0,18.78877155,8.8,399486,305010,1377,1077,385,5479,279,40372,33682,974,2503,153838,131075,21880,26979,2151,904,262278,42284,7028
LS23,Lake-type,L,40.86666,-106.53017,1.3,2476,0,3.476666667,NA,449022,447231,29026,30115,10492,128299,10978,337583,384777,22437,33402,370139,394912,155470,144707,3417,5342,140197,92101,9359
LS24,Lake-type,L,-18.11361,-57.562453,1.05,90,0,26.05388456,8.3,445804,572535,21966,27690,4937,39962,833,8672,12522,600,1149,106897,124570,31749,50337,4394,1752,769998,261364,49418
LS25,Lake-type,L,47.48048,-123.85671,61.33333333,58,0,10.23583333,7.6,344791,29975,3173,1388,345,26373,226,40953,18006,736,472,52844,20303,3665,2281,254,1033,46495,3229,841
LS26,Lake-type,L,-2.06901,29.31168,210,1463,0,17.52944953,8.8,451735,792621,110433,133216,79296,1060225,22848,32053,34114,2520,6504,180177,150928,55380,142496,3100,14477,496513,127484,28538
LS27,Lake-type,L,53.126117,-60.104075,12.5,315,0,-1.047104544,NA,395874,317891,56234,19925,56234,14926,318,372923,142796,8747,6079,455001,269825,67736,40229,11843,416,493595,54442,12987
LS28,Lake-type,L,-11.57833,34.33167,377,476,0,23.593,NA,423736,1115887,802187,879028,617987,7493757,370029,52347,217639,7273,8686,343712,1174870,117433,207380,23905,13538,1693640,324016,60590
LS29,Lake-type,L,43.70253,-110.75707,4.66,2108,0,2.586666667,8,406198,201603,11161,1618,0,3713,112,421468,255337,25310,12971,416699,334894,154120,77132,17517,4773,225957,50004,9341
LS30,Lake-type,L,47.16898,-95.16911,1,466,0,4.1175,NA,450989,1134222,62792,44554,8602,27749,567,323212,147931,8663,5606,1457460,625796,160487,68310,143,25914,2054201,285329,47105
LS31,Lake-type,L,42.92692215,-122.1502002,82.7,1880,0,4.550833333,7.51,445683,75418,23038,7384,1328,157359,1235,143856,209721,9374,11342,72293,65801,36338,23118,13684,4209,43274,15978,8236
LS32,Lake-type,L,47.47683,-123.86107,70,58,0,10.2508,7.6,436530,55041,4958,2382,524,46952,454,57609,28501,1077,630,72026,30564,4688,3644,1296,173,66112,4621,1370
LS33,Lake-type,L,38.90551,-120.05973,94.9,1942,0,6.625,7.3,466706,22514,2252,242,85,11868,8,159273,61129,6288,4082,132734,70932,49026,19481,13014,1114,87590,31148,14860
LS34,Lake-type,L,49.2489,-82.2253,25,253,0,0.656073453,NA,457088,106575,3918,379,0,430,48,63871,31824,1734,2726,80075,50264,14800,13203,1853,568,70975,13861,1702
LS35,Lake-type,L,5.284733333,162.9646833,0,3,0,27.703,NA,439802,160968,18753,10188,5568,48466,2831,11853,14175,76,1124,92075,132611,13105,12934,661,345,735502,116811,37925
LS36,Lake-type,L,48.8322,-78.9985,1.95,286,0,0.483192087,NA,485362,378770,68058,29664,5673,51588,621,572184,281880,19886,14555,1435324,787848,146565,85946,30857,2734,1298094,163787,40553
LS37,Peat-type,L,37.81877,-118.84735,0,2681,0,4.230833333,NA,475766,204825,10384,4734,434,5988,68,154115,18847,2064,1054,457790,17731,19919,3532,0,0,311005,21565,6538
LS38,Lake-type,L,-0.25833,29.58333333,60,912,0,23.36899757,9,470501,1316873,128542,122857,6642,51165,1369,85071,365354,11663,14082,356988,974150,153829,125189,16289,7403,1103724,185837,37897
LS39,Lake-type,L,34.77777,-120.0392,11.92,731,0,16.7075,8.4,488826,656279,14482,2727,1442,18210,1628,128551,206249,6950,15964,195240,296498,57031,106258,2461,3755,198154,63954,9597
LS40,Lake-type,L,47.46845,-123.88138,47,58,0,10.2775,NA,477769,14702,1866,788,235,15056,123,24740,13371,360,218,37413,14925,2736,1730,855,51,40044,3197,718
LS42,Lake-type,L,38.9399249,43.5675028,25,1650,0,6.976,9.8,495175,61301,21499,4808,5674,11864,1098,12317,21570,1494,3526,23447,35920,8742,7688,529,274,33615,6463,1125
LS44,Lake-type,L,49.3265,-78.6626,2.93,276,0,-0.020409608,NA,399435,200441,10574,1683,371,17113,122,145321,384316,9387,37146,233330,331850,64186,157933,6018,6504,214884,66448,9684
LS45,Lake-type,L,21.36797,-104.5695,56.8,734,0,21.07139868,8.8,405030,431607,21467,24502,10528,148613,6328,40270,171856,6553,5287,190779,431352,112088,83952,4783,2402,416449,137191,16473
LS46,Lake-type,L,38.10247,-122.43346,1.8,0,1.68,14.31,NA,416172,138327,17958,7738,2569,147631,1610,12566,12766,987,832,35241,27503,14730,9134,1783,1639,46904,23116,7174
